customer_id,customer_name,city,signup_date,customer_type
72,Customer_72,Seshadripuram,2022-12-11,New
73,Customer_73,City Market,2022-09-25,Returning
74,Customer_74,Ulsoor,2022-08-05,New
75,Customer_75,Nagawara,2023-01-20,Returning
76,Customer_76,BTM,2022-04-17,Returning
77,Customer_77,Rajajinagar,2023-05-05,Returning
79,Customer_79,Sarjapur Road,2023-04-12,Premium
80,Customer_80,Electronic City,2023-04-20,New
81,Customer_81,Banaswadi,2023-04-29,Returning
83,Customer_83,Residency Road,2023-04-22,New
84,Customer_84,Koramangala 5th Block,2023-09-20,Returning
85,Customer_85,Malleshwaram,2022-12-26,Returning
86,Customer_86,JP Nagar,2022-07-20,Premium
87,Customer_87,Ejipura,2023-12-03,New
88,Customer_88,BTM,2023-01-06,New
90,Customer_90,Marathahalli,2022-09-09,New
91,Customer_91,JP Nagar,2023-10-11,New
93,Customer_93,JP Nagar,2022-02-03,New
94,Customer_94,Basaveshwara Nagar,2023-06-14,New
96,Customer_96,BTM,2023-10-16,New
97,Customer_97,Marathahalli,2023-12-12,New
98,Customer_98,Hennur,2023-09-05,New
99,Customer_99,Sarjapur Road,2022-12-07,Returning
100,Customer_100,Bellandur,2022-11-25,New
101,Customer_101,Koramangala 5th Block,2023-05-06,Returning
102,Customer_102,South Bangalore,2022-03-03,New
103,Customer_103,Commercial Street,2023-12-07,New
105,Customer_105,Sarjapur Road,2022-02-02,New
106,Customer_106,Bannerghatta Road,2023-12-27,New
107,Customer_107,JP Nagar,2022-09-15,New
108,Customer_108,Brookefield,2022-10-27,New
109,Customer_109,BTM,2023-11-12,Returning
111,Customer_111,Marathahalli,2022-05-18,New
112,Customer_112,Bommanahalli,2023-09-24,New
113,Customer_113,Kammanahalli,2023-10-14,New
114,Customer_114,Wilson Garden,2023-05-04,New
115,Customer_115,Indiranagar,2022-07-12,Returning
117,Customer_117,Kammanahalli,2023-07-07,Returning
118,Customer_118,Koramangala 2nd Block,2023-01-11,New
119,Customer_119,Brookefield,2023-02-20,Premium
120,Customer_120,Race Course Road,2023-02-11,Returning
121,Customer_121,Basavanagudi,2023-06-18,Premium
122,Customer_122,Whitefield,2023-01-12,Returning
123,Customer_123,Koramangala 5th Block,2022-09-03,Returning
124,Customer_124,Sarjapur Road,2022-06-29,New
125,Customer_125,HSR,2023-06-20,Returning
126,Customer_126,Koramangala 6th Block,2022-08-23,Returning
127,Customer_127,Ulsoor,2022-05-25,Premium
128,Customer_128,Electronic City,2022-12-07,Returning
129,Customer_129,Koramangala 5th Block,2023-12-01,New
130,Customer_130,Rajajinagar,2023-07-18,New
131,Customer_131,Whitefield,2022-03-27,New
132,Customer_132,Jayanagar,2022-01-22,Returning
133,Customer_133,CV Raman Nagar,2022-08-12,Returning
135,Customer_135,Indiranagar,2022-05-27,Returning
136,Customer_136,Whitefield,2022-01-30,New
137,Customer_137,Koramangala 1st Block,2023-09-09,Premium
138,Customer_138,Koramangala 5th Block,2023-05-18,Returning
139,Customer_139,HSR,2022-04-13,New
140,Customer_140,Banashankari,2022-06-09,New
141,Customer_141,Brigade Road,2023-06-06,New
142,Customer_142,Whitefield,2023-04-24,New
143,Customer_143,Whitefield,2022-08-22,New
144,Customer_144,Koramangala 7th Block,2023-08-24,Returning
145,Customer_145,Bommanahalli,2022-10-07,Returning
146,Customer_146,MG Road,2022-01-18,New
147,Customer_147,BTM,2022-04-04,Premium
148,Customer_148,Domlur,2023-08-22,Returning
149,Customer_149,Banaswadi,2022-10-01,New
150,Customer_150,Race Course Road,2022-08-12,Premium
151,Customer_151,Marathahalli,2023-09-11,New
152,Customer_152,Malleshwaram,2023-08-02,Premium
153,Customer_153,Koramangala 1st Block,2023-10-14,New
154,Customer_154,Koramangala 4th Block,2023-08-18,New
155,Customer_155,JP Nagar,2023-07-18,New
156,Customer_156,Bellandur,2022-01-11,Returning
157,Customer_157,Koramangala 7th Block,2023-08-01,New
159,Customer_159,Wilson Garden,2023-07-25,Returning
160,Customer_160,Koramangala 4th Block,2023-12-26,New
161,Customer_161,Basaveshwara Nagar,2022-01-29,New
162,Customer_162,Marathahalli,2022-03-09,New
163,Customer_163,MG Road,2023-02-21,Returning
164,Customer_164,Basavanagudi,2023-12-22,New
165,Customer_165,Koramangala 1st Block,2022-06-09,Premium
166,Customer_166,Marathahalli,2023-07-21,Premium
167,Customer_167,Bellandur,2022-12-26,Returning
168,Customer_168,Rajajinagar,2022-01-23,New
170,Customer_170,New BEL Road,2022-10-23,Returning
171,Customer_171,Koramangala 5th Block,2023-01-18,New
172,Customer_172,Malleshwaram,2022-08-17,Returning
174,Customer_174,Electronic City,2022-03-27,Returning
176,Customer_176,Basavanagudi,2022-09-29,Returning
178,Customer_178,Koramangala 7th Block,2022-09-08,Returning
179,Customer_179,HSR,2022-11-15,New
180,Customer_180,HSR,2023-02-20,Returning
181,Customer_181,Marathahalli,2022-11-29,New
182,Customer_182,HSR,2023-11-27,New
183,Customer_183,JP Nagar,2023-04-24,New
185,Customer_185,Malleshwaram,2023-08-25,Returning
186,Customer_186,Frazer Town,2023-08-10,New
187,Customer_187,Domlur,2022-11-07,Returning
188,Customer_188,Jayanagar,2023-10-26,New
189,Customer_189,Bannerghatta Road,2022-07-11,Returning
190,Customer_190,JP Nagar,2022-12-09,Returning
191,Customer_191,Koramangala 5th Block,2022-12-07,Returning
192,Customer_192,Whitefield,2023-04-20,New
193,Customer_193,Koramangala 6th Block,2022-03-04,New
194,Customer_194,Vasanth Nagar,2023-03-21,Returning
195,Customer_195,Marathahalli,2022-01-17,Returning
197,Customer_197,Hennur,2022-02-12,New
198,Customer_198,Koramangala 4th Block,2023-09-10,Premium
199,Customer_199,Domlur,2023-03-24,Premium
200,Customer_200,JP Nagar,2022-12-07,New
201,Customer_201,Shivajinagar,2023-02-10,Returning
202,Customer_202,BTM,2023-10-05,New
203,Customer_203,Marathahalli,2022-07-23,New
204,Customer_204,Koramangala 6th Block,2023-04-17,New
205,Customer_205,MG Road,2022-08-09,Returning
206,Customer_206,BTM,2022-03-26,New
207,Customer_207,St. Marks Road,2022-02-05,New
208,Customer_208,JP Nagar,2022-10-14,Returning
209,Customer_209,Sarjapur Road,2022-02-21,Returning
210,Customer_210,Brigade Road,2023-05-26,New
211,Customer_211,Whitefield,2022-07-27,New
212,Customer_212,BTM,2023-05-13,Returning
213,Customer_213,Marathahalli,2022-03-01,New
214,Customer_214,HSR,2023-07-24,New
215,Customer_215,Koramangala 1st Block,2022-09-09,New
216,Customer_216,Brookefield,2022-12-13,New
218,Customer_218,Koramangala 1st Block,2023-01-19,Returning
219,Customer_219,Koramangala 4th Block,2022-04-28,Returning
220,Customer_220,Marathahalli,2022-06-02,Premium
222,Customer_222,Kammanahalli,2022-07-03,Returning
223,Customer_223,Koramangala 5th Block,2022-01-03,Premium
224,Customer_224,Rajajinagar,2022-02-22,Premium
225,Customer_225,Koramangala 6th Block,2023-04-11,Returning
226,Customer_226,Malleshwaram,2022-11-16,Returning
227,Customer_227,BTM,2023-09-07,Returning
228,Customer_228,Shanti Nagar,2023-06-06,New
229,Customer_229,New BEL Road,2022-01-22,New
230,Customer_230,Marathahalli,2023-02-28,Returning
232,Customer_232,Ulsoor,2023-09-22,Premium
233,Customer_233,Koramangala 1st Block,2022-06-05,Returning
234,Customer_234,Indiranagar,2022-11-30,New
235,Customer_235,BTM,2023-02-21,Premium
237,Customer_237,Sarjapur Road,2022-05-18,New
238,Customer_238,Electronic City,2022-04-25,Returning
239,Customer_239,Wilson Garden,2023-10-06,New
240,Customer_240,Shivajinagar,2023-10-20,New
241,Customer_241,Marathahalli,2022-03-31,Returning
242,Customer_242,Bommanahalli,2023-08-27,New
243,Customer_243,HSR,2023-01-24,Returning
244,Customer_244,BTM,2022-03-12,Premium
245,Customer_245,Marathahalli,2022-11-12,New
246,Customer_246,Domlur,2023-10-29,Returning
247,Customer_247,Koramangala 5th Block,2023-03-04,Returning
248,Customer_248,BTM,2022-07-25,Returning
249,Customer_249,Commercial Street,2022-12-31,Premium
251,Customer_251,BTM,2022-08-08,New
252,Customer_252,Whitefield,2022-03-19,Returning
253,Customer_253,HSR,2023-07-05,Premium
254,Customer_254,Whitefield,2023-06-02,Returning
255,Customer_255,BTM,2022-12-08,New
256,Customer_256,Marathahalli,2022-05-10,New
257,Customer_257,Sarjapur Road,2022-04-14,New
258,Customer_258,BTM,2023-11-23,Returning
261,Customer_261,Banashankari,2023-02-08,Returning
262,Customer_262,BTM,2023-06-26,Returning
263,Customer_263,Banashankari,2023-10-30,New
264,Customer_264,HSR,2022-05-29,Returning
265,Customer_265,Electronic City,2022-12-20,Returning
266,Customer_266,Commercial Street,2022-06-11,New
267,Customer_267,Residency Road,2023-01-11,Returning
268,Customer_268,BTM,2022-05-25,New
269,Customer_269,Koramangala 6th Block,2023-07-04,Returning
270,Customer_270,Koramangala 1st Block,2023-04-06,New
271,Customer_271,New BEL Road,2023-04-11,Returning
272,Customer_272,Marathahalli,2022-03-25,New
273,Customer_273,HSR,2023-07-12,Premium
274,Customer_274,Church Street,2022-08-27,Returning
275,Customer_275,Koramangala 7th Block,2022-12-29,Premium
276,Customer_276,Brookefield,2022-05-11,Returning
277,Customer_277,HSR,2022-10-01,Returning
278,Customer_278,Whitefield,2023-08-01,New
279,Customer_279,Bannerghatta Road,2023-02-28,New
280,Customer_280,HSR,2022-02-11,New
281,Customer_281,Koramangala 5th Block,2023-03-31,Premium
283,Customer_283,Kammanahalli,2023-02-24,Premium
285,Customer_285,Electronic City,2023-02-21,New
286,Customer_286,Basaveshwara Nagar,2022-04-05,Returning
287,Customer_287,HSR,2023-10-28,Premium
288,Customer_288,Ejipura,2022-01-19,New
289,Customer_289,BTM,2023-08-14,New
290,Customer_290,Jayanagar,2023-01-21,Returning
292,Customer_292,Marathahalli,2023-01-05,Premium
294,Customer_294,HSR,2023-08-26,Returning
295,Customer_295,Banaswadi,2023-08-29,New
296,Customer_296,Koramangala 5th Block,2023-06-21,New
297,Customer_297,Koramangala 6th Block,2022-05-02,New
298,Customer_298,Ulsoor,2022-06-29,New
299,Customer_299,BTM,2023-04-12,New
300,Customer_300,Residency Road,2023-02-04,New
302,Customer_302,HSR,2022-05-04,Returning
303,Customer_303,Whitefield,2023-12-29,New
304,Customer_304,Rajajinagar,2022-01-29,Returning
305,Customer_305,Ejipura,2023-07-10,Returning
306,Customer_306,Jayanagar,2022-09-03,New
307,Customer_307,Commercial Street,2022-02-25,New
308,Customer_308,BTM,2023-01-08,New
309,Customer_309,BTM,2023-08-27,New
310,Customer_310,Commercial Street,2023-08-10,Returning
312,Customer_312,JP Nagar,2023-08-22,Returning
313,Customer_313,Basaveshwara Nagar,2022-02-27,Returning
314,Customer_314,Kammanahalli,2022-04-24,New
315,Customer_315,BTM,2023-12-11,New
316,Customer_316,Indiranagar,2023-06-30,New
317,Customer_317,Frazer Town,2023-07-17,New
319,Customer_319,Marathahalli,2023-08-06,New
320,Customer_320,JP Nagar,2023-06-10,New
321,Customer_321,Marathahalli,2023-11-13,New
322,Customer_322,Marathahalli,2023-03-31,Premium
323,Customer_323,HSR,2023-10-28,New
324,Customer_324,Koramangala 5th Block,2022-08-20,New
325,Customer_325,Banaswadi,2023-10-20,Returning
326,Customer_326,Kalyan Nagar,2023-07-02,New
327,Customer_327,Sarjapur Road,2022-07-03,Premium
328,Customer_328,Koramangala 7th Block,2022-05-24,New
329,Customer_329,HSR,2023-12-21,New
330,Customer_330,Marathahalli,2022-09-30,Returning
331,Customer_331,Brookefield,2023-12-09,New
332,Customer_332,Brigade Road,2022-10-31,New
333,Customer_333,Residency Road,2022-11-07,New
334,Customer_334,BTM,2023-08-02,New
336,Customer_336,Kammanahalli,2023-06-16,New
337,Customer_337,HSR,2022-12-18,Returning
338,Customer_338,Malleshwaram,2023-10-07,Returning
339,Customer_339,HSR,2023-12-07,Returning
340,Customer_340,St. Marks Road,2022-03-30,Premium
341,Customer_341,Bannerghatta Road,2023-04-02,New
342,Customer_342,Koramangala 7th Block,2022-05-01,New
343,Customer_343,Koramangala 5th Block,2022-05-11,Premium
344,Customer_344,Koramangala 5th Block,2023-11-21,New
345,Customer_345,Koramangala 7th Block,2023-09-21,New
346,Customer_346,Koramangala 5th Block,2022-09-08,New
347,Customer_347,MG Road,2022-06-25,Returning
348,Customer_348,MG Road,2023-07-04,New
349,Customer_349,Electronic City,2023-05-26,Premium
350,Customer_350,Ejipura,2023-09-03,Premium
351,Customer_351,Sarjapur Road,2023-09-07,Returning
353,Customer_353,Koramangala 5th Block,2023-11-05,New
354,Customer_354,Sarjapur Road,2023-03-30,Returning
355,Customer_355,Banashankari,2023-09-23,New
357,Customer_357,Koramangala 4th Block,2022-05-20,Returning
358,Customer_358,Rajajinagar,2022-09-15,New
359,Customer_359,Bellandur,2022-02-09,Returning
361,Customer_361,Ulsoor,2023-09-26,New
362,Customer_362,BTM,2023-08-10,Returning
364,Customer_364,Bellandur,2023-08-17,New
365,Customer_365,Frazer Town,2022-10-18,New
366,Customer_366,Indiranagar,2022-09-23,Returning
369,Customer_369,Banaswadi,2022-01-30,New
370,Customer_370,Marathahalli,2022-03-12,New
371,Customer_371,Basavanagudi,2022-10-17,Premium
372,Customer_372,Frazer Town,2022-02-24,New
373,Customer_373,BTM,2023-06-14,Returning
374,Customer_374,Whitefield,2022-11-12,Returning
375,Customer_375,BTM,2023-08-23,New
376,Customer_376,Jeevan Bhima Nagar,2023-06-19,Returning
377,Customer_377,JP Nagar,2023-03-11,Premium
378,Customer_378,BTM,2023-06-22,Returning
380,Customer_380,Koramangala 6th Block,2023-08-01,New
381,Customer_381,Church Street,2022-02-03,Returning
382,Customer_382,Marathahalli,2023-03-24,New
383,Customer_383,Koramangala 5th Block,2023-01-30,New
384,Customer_384,Wilson Garden,2022-04-24,New
385,Customer_385,Whitefield,2022-12-26,New
386,Customer_386,Bannerghatta Road,2023-04-21,New
387,Customer_387,JP Nagar,2023-12-25,New
388,Customer_388,Koramangala 5th Block,2023-06-02,New
389,Customer_389,BTM,2022-10-07,Returning
390,Customer_390,Bellandur,2023-11-12,New
391,Customer_391,Whitefield,2022-06-29,New
392,Customer_392,Frazer Town,2022-01-28,Returning
394,Customer_394,Domlur,2022-04-27,Returning
396,Customer_396,HSR,2023-02-22,New
397,Customer_397,HSR,2023-11-09,Premium
398,Customer_398,MG Road,2023-03-03,New
399,Customer_399,Ulsoor,2023-07-04,Premium
401,Customer_401,Cunningham Road,2023-07-19,Returning
402,Customer_402,Koramangala 7th Block,2022-02-10,Returning
403,Customer_403,Seshadripuram,2022-12-04,Returning
405,Customer_405,MG Road,2023-04-02,New
406,Customer_406,Bellandur,2023-05-18,New
407,Customer_407,BTM,2022-02-23,New
408,Customer_408,Bannerghatta Road,2023-04-07,New
410,Customer_410,Brookefield,2022-04-14,Returning
411,Customer_411,Jayanagar,2022-01-14,Returning
412,Customer_412,Kalyan Nagar,2022-03-26,New
413,Customer_413,BTM,2022-07-13,New
415,Customer_415,Koramangala 1st Block,2023-02-02,Returning
416,Customer_416,Richmond Road,2023-04-24,New
417,Customer_417,Koramangala 6th Block,2022-11-13,Returning
418,Customer_418,Church Street,2023-12-11,New
420,Customer_420,Koramangala 5th Block,2022-04-29,New
421,Customer_421,Jayanagar,2022-04-25,Premium
422,Customer_422,Old Airport Road,2023-11-21,Returning
424,Customer_424,Shanti Nagar,2022-01-22,New
426,Customer_426,Jayanagar,2022-10-09,Returning
427,Customer_427,Koramangala 8th Block,2022-05-16,New
429,Customer_429,Bommanahalli,2023-02-09,New
430,Customer_430,JP Nagar,2023-02-03,Returning
431,Customer_431,Kalyan Nagar,2023-07-31,Returning
432,Customer_432,Koramangala 7th Block,2023-05-02,New
433,Customer_433,Domlur,2023-07-31,Premium
434,Customer_434,Ulsoor,2023-10-31,New
435,Customer_435,JP Nagar,2023-01-21,Returning
436,Customer_436,Jayanagar,2023-09-13,Returning
437,Customer_437,Church Street,2023-04-24,Returning
438,Customer_438,Koramangala 5th Block,2022-08-31,Returning
439,Customer_439,Koramangala 5th Block,2023-06-03,Returning
440,Customer_440,Bannerghatta Road,2023-10-14,New
441,Customer_441,Koramangala 5th Block,2023-07-03,Returning
442,Customer_442,Residency Road,2023-04-16,New
443,Customer_443,New BEL Road,2022-09-30,Returning
444,Customer_444,Commercial Street,2023-07-31,New
446,Customer_446,Brookefield,2023-01-25,Returning
447,Customer_447,Cunningham Road,2022-07-22,Returning
448,Customer_448,Malleshwaram,2023-07-16,New
449,Customer_449,MG Road,2022-02-06,New
450,Customer_450,Basaveshwara Nagar,2023-07-13,Premium
451,Customer_451,HSR,2022-03-12,Returning
452,Customer_452,Frazer Town,2022-10-28,New
453,Customer_453,Sarjapur Road,2023-09-15,Returning
454,Customer_454,Koramangala 7th Block,2022-05-12,New
456,Customer_456,Malleshwaram,2022-11-02,Returning
458,Customer_458,Whitefield,2022-04-29,New
460,Customer_460,BTM,2023-05-12,New
461,Customer_461,BTM,2022-04-23,New
462,Customer_462,HSR,2023-03-19,Returning
463,Customer_463,BTM,2022-07-05,New
464,Customer_464,Lavelle Road,2022-12-05,New
465,Customer_465,Koramangala 6th Block,2023-02-09,New
466,Customer_466,HSR,2023-12-09,Returning
467,Customer_467,BTM,2022-11-30,New
468,Customer_468,Koramangala 6th Block,2022-01-28,New
469,Customer_469,Residency Road,2023-09-03,Returning
470,Customer_470,MG Road,2023-02-01,New
471,Customer_471,Indiranagar,2023-11-06,New
472,Customer_472,Electronic City,2023-09-08,New
473,Customer_473,BTM,2022-03-21,Returning
474,Customer_474,Koramangala 6th Block,2022-09-02,Returning
475,Customer_475,MG Road,2022-07-10,Returning
476,Customer_476,Bellandur,2022-08-21,Premium
477,Customer_477,Sarjapur Road,2022-06-17,New
478,Customer_478,Whitefield,2023-11-02,New
479,Customer_479,Whitefield,2022-08-25,Premium
482,Customer_482,HSR,2023-02-07,New
483,Customer_483,JP Nagar,2022-01-20,Returning
484,Customer_484,Kalyan Nagar,2022-08-23,Returning
485,Customer_485,Basavanagudi,2022-05-30,Returning
486,Customer_486,Banashankari,2023-03-09,Premium
487,Customer_487,Basavanagudi,2023-09-30,New
488,Customer_488,Wilson Garden,2023-12-04,Premium
489,Customer_489,Brigade Road,2023-11-16,Returning
490,Customer_490,Brookefield,2023-01-12,Returning
491,Customer_491,Koramangala 1st Block,2022-12-02,New
492,Customer_492,Bannerghatta Road,2022-05-07,New
493,Customer_493,Sarjapur Road,2022-09-01,New
494,Customer_494,Ulsoor,2022-04-16,New
496,Customer_496,Residency Road,2023-05-21,Returning
497,Customer_497,HSR,2022-03-28,Returning
498,Customer_498,Jayanagar,2023-05-30,New
499,Customer_499,JP Nagar,2022-01-24,Premium
501,Customer_501,Residency Road,2023-08-24,New
503,Customer_503,Lavelle Road,2023-10-20,Returning
504,Customer_504,Lavelle Road,2022-06-24,New
505,Customer_505,Old Airport Road,2023-04-05,New
507,Customer_507,JP Nagar,2022-01-13,Returning
509,Customer_509,Ejipura,2022-08-18,New
510,Customer_510,Koramangala 4th Block,2023-12-15,New
513,Customer_513,Bannerghatta Road,2022-03-10,New
514,Customer_514,St. Marks Road,2023-04-14,New
515,Customer_515,Rajajinagar,2022-06-18,Returning
516,Customer_516,Jayanagar,2023-04-19,New
517,Customer_517,Koramangala 5th Block,2022-08-19,New
518,Customer_518,Rajajinagar,2023-10-18,Returning
519,Customer_519,Sarjapur Road,2022-10-28,Returning
520,Customer_520,Brookefield,2022-11-10,Returning
521,Customer_521,Bellandur,2023-06-17,Returning
523,Customer_523,Jayanagar,2023-04-07,Premium
524,Customer_524,Banashankari,2023-09-23,New
525,Customer_525,BTM,2022-06-20,Returning
526,Customer_526,HSR,2023-12-24,New
527,Customer_527,St. Marks Road,2022-02-09,New
528,Customer_528,Nagawara,2023-11-28,Returning
529,Customer_529,Indiranagar,2022-04-22,Returning
530,Customer_530,Residency Road,2022-08-15,Returning
531,Customer_531,BTM,2022-05-11,New
532,Customer_532,Kammanahalli,2023-04-25,Returning
533,Customer_533,JP Nagar,2022-09-13,New
534,Customer_534,Whitefield,2023-03-17,New
535,Customer_535,Ulsoor,2022-04-02,New
536,Customer_536,Marathahalli,2022-06-07,New
537,Customer_537,Frazer Town,2022-04-24,Returning
538,Customer_538,BTM,2022-12-29,Premium
539,Customer_539,Whitefield,2022-06-26,Returning
540,Customer_540,Jayanagar,2023-07-31,Returning
541,Customer_541,St. Marks Road,2023-09-06,Returning
542,Customer_542,Koramangala 1st Block,2022-01-20,Returning
543,Customer_543,Residency Road,2023-05-04,New
545,Customer_545,Vasanth Nagar,2023-02-21,New
547,Customer_547,Marathahalli,2023-08-04,Returning
548,Customer_548,BTM,2023-01-02,Returning
549,Customer_549,BTM,2023-10-07,Returning
550,Customer_550,Wilson Garden,2022-07-19,New
551,Customer_551,Koramangala 5th Block,2023-11-16,Returning
552,Customer_552,Vasanth Nagar,2022-05-23,New
553,Customer_553,Banashankari,2023-02-22,New
554,Customer_554,BTM,2022-05-29,New
556,Customer_556,Bannerghatta Road,2022-11-04,Returning
557,Customer_557,Whitefield,2022-08-20,New
558,Customer_558,JP Nagar,2022-12-22,New
559,Customer_559,Marathahalli,2023-09-07,Returning
560,Customer_560,BTM,2023-07-07,New
561,Customer_561,HSR,2022-06-04,Returning
562,Customer_562,BTM,2022-07-08,New
563,Customer_563,Banaswadi,2023-08-28,Returning
564,Customer_564,Koramangala 4th Block,2022-09-24,Returning
565,Customer_565,Indiranagar,2023-07-09,New
566,Customer_566,Koramangala 7th Block,2023-04-12,New
567,Customer_567,Koramangala 6th Block,2023-02-14,Returning
568,Customer_568,Koramangala 6th Block,2022-02-16,Returning
569,Customer_569,Bannerghatta Road,2022-02-16,New
570,Customer_570,Koramangala 6th Block,2023-05-26,New
571,Customer_571,JP Nagar,2022-04-28,New
572,Customer_572,Bellandur,2022-04-26,New
573,Customer_573,JP Nagar,2023-02-10,New
574,Customer_574,BTM,2022-02-01,New
575,Customer_575,Bannerghatta Road,2022-09-19,New
577,Customer_577,HSR,2022-01-22,Returning
579,Customer_579,JP Nagar,2022-09-16,Premium
580,Customer_580,MG Road,2023-12-29,Returning
581,Customer_581,Shivajinagar,2022-05-28,New
582,Customer_582,Koramangala 5th Block,2023-06-06,New
583,Customer_583,Domlur,2022-07-09,New
585,Customer_585,Koramangala 6th Block,2022-02-27,Returning
586,Customer_586,Whitefield,2022-11-13,Returning
587,Customer_587,South Bangalore,2022-06-21,New
588,Customer_588,BTM,2022-06-06,Premium
589,Customer_589,Jayanagar,2022-01-07,Returning
590,Customer_590,Cunningham Road,2023-11-18,New
591,Customer_591,JP Nagar,2022-03-11,Returning
592,Customer_592,Residency Road,2022-05-26,Returning
593,Customer_593,HSR,2022-08-27,Returning
594,Customer_594,BTM,2022-11-06,Premium
595,Customer_595,Church Street,2023-02-05,New
597,Customer_597,Electronic City,2023-04-28,New
599,Customer_599,Koramangala 1st Block,2022-09-02,Returning
600,Customer_600,Electronic City,2022-01-01,New
602,Customer_602,Residency Road,2023-03-30,Premium
603,Customer_603,BTM,2022-06-08,Returning
604,Customer_604,Shanti Nagar,2023-11-28,Returning
605,Customer_605,Jayanagar,2023-05-29,Returning
606,Customer_606,Indiranagar,2022-11-25,New
607,Customer_607,Kalyan Nagar,2023-11-28,New
608,Customer_608,Electronic City,2022-06-12,Returning
609,Customer_609,Bannerghatta Road,2023-09-21,New
610,Customer_610,HSR,2022-05-28,Returning
611,Customer_611,Koramangala 5th Block,2023-07-04,New
612,Customer_612,Koramangala 5th Block,2023-05-10,Premium
613,Customer_613,HSR,2023-11-09,New
614,Customer_614,Malleshwaram,2023-08-28,Returning
615,Customer_615,JP Nagar,2022-04-11,Returning
616,Customer_616,Koramangala 4th Block,2023-12-26,New
617,Customer_617,Lavelle Road,2022-10-14,Premium
618,Customer_618,Whitefield,2023-10-14,New
619,Customer_619,Bannerghatta Road,2022-05-07,Premium
621,Customer_621,St. Marks Road,2022-06-29,Returning
622,Customer_622,HSR,2023-11-27,Returning
625,Customer_625,Electronic City,2023-02-22,New
627,Customer_627,Marathahalli,2022-10-29,Premium
628,Customer_628,Vasanth Nagar,2023-01-28,Returning
629,Customer_629,BTM,2022-04-06,Premium
630,Customer_630,Brookefield,2023-11-21,New
631,Customer_631,BTM,2022-09-26,New
